"","Preferred_scientific_name","category"
"4002","Tetranychus yusti","Mandate Mismatch"
"4003","Tetranycopsis horridus","Mandate Mismatch"
"4004","Tetraopes tetrophthalmus","Mandate Mismatch"
"4005","Tettigonia viridissima","Mandate Mismatch"
"4006","Tetyra bipunctata","Mandate Mismatch"
"4007","Thalamita gloriensis","Climate Mismatch"
"4008","Thalictrum delavayi","Naming Confusion"
"4009","Thalictrum minus","Climate Mismatch"
"4010","Thalictrum simplex","Naming Confusion"
"4011","Thaneroclerus buquet","Mandate Mismatch"
"4012","Thaumetopoea solitaria","Mandate Mismatch"
"4013","Thecabius affinis","Mandate Mismatch"
"4014","Theora lubrica","Assessed"
"4015","Theresimima ampellophaga","Mandate Mismatch"
"4016","Theretra clotho","Mandate Mismatch"
"4017","Theretra japonica","Mandate Mismatch"
"4018","Theretra oldenlandiae","Mandate Mismatch"
"4019","Therioaphis trifolii","Mandate Mismatch"
"4020","Thesium refractum","Naming Confusion"
"4021","Thladiantha cordifolia","Naming Confusion"
"4022","Thlaspi arvense","Climate Mismatch"
"4023","Thlaspi caerulescens subsp. brachypetalum","Naming Confusion"
"4024","Thlaspi kovatsii","Naming Confusion"
"4025","Thosea sinensis","Mandate Mismatch"
"4026","Threskiornis aethiopicus","Mandate Mismatch"
"4027","Thripobius javae","Mandate Mismatch"
"4028","Thrips angusticeps","Mandate Mismatch"
"4029","Thrips coloratus","Mandate Mismatch"
"4030","Thrips florum","Mandate Mismatch"
"4031","Thrips hawaiiensis","Mandate Mismatch"
"4032","Thrips linarius","Mandate Mismatch"
"4033","Thrips nigropilosus","Mandate Mismatch"
"4034","Thrips palmi","Mandate Mismatch"
"4035","Thrips parvispinus","Mandate Mismatch"
"4036","Thrips subnudula","Mandate Mismatch"
"4037","Thrips vulgatissimus","Mandate Mismatch"
"4038","Thyanta custator accerra","Mandate Mismatch"
"4039","Thyas juno","Mandate Mismatch"
"4040","Thymelaea gussonei","Naming Confusion"
"4041","Thymelaea passerina","Climate Mismatch"
"4042","Thymelicus lineola","Mandate Mismatch"
"4043","Thymus odoratissimus","Naming Confusion"
"4044","Thymus praecox","No Invasion History"
"4045","Thymus pulegioides","Climate Mismatch"
"4046","Thymus serpyllum","Climate Mismatch"
"4047","Thysanoplusia orichalcea","Mandate Mismatch"
"4048","Tiarella cordifolia","Climate Mismatch"
"4049","Tilapia mariae","Climate Mismatch"
"4050","Tilapia zillii","Climate Mismatch"
"4051","Tineola bisselliella","Mandate Mismatch"
"4052","Tinocallis nevskyi","Mandate Mismatch"
"4053","Tipula aino","Mandate Mismatch"
"4054","Tipula oleracea","Mandate Mismatch"
"4055","Tiracola plagiata","Mandate Mismatch"
"4056","Tischeria ekebladella","Mandate Mismatch"
"4057","Tischeria immaculata","Mandate Mismatch"
"4058","Tischeria malifoliella","Mandate Mismatch"
"4059","Tithonia diversifolia","Climate Mismatch"
"4060","Tolpis barbata","Climate Mismatch"
"4061","Tomicus minor","Mandate Mismatch"
"4062","Toona sinensis","Naming Confusion"
"4063","Tordylium apulum","Climate Mismatch"
"4064","Tordylium maximum","Naming Confusion"
"4065","Torilis japonica","Climate Mismatch"
"4066","Torilis ucranica","Naming Confusion"
"4067","Torquigener flavimaculosus","Climate Mismatch"
"4068","Toxicodendron radicans","No Invasion History"
"4069","Toxoptera aurantii","Mandate Mismatch"
"4070","Toxoptera citricida","Mandate Mismatch"
"4071","Toxoptera odinae","Mandate Mismatch"
"4072","Toya propinqua","Mandate Mismatch"
"4073","Trabutina mannipara","Mandate Mismatch"
"4074","Trachelospermum jasminoides","Climate Mismatch"
"4075","Trachelus tabidus","Mandate Mismatch"
"4076","Trachemys scripta elegans","Mandate Mismatch"
"4077","Trachomitum venetum","Naming Confusion"
"4078","Trachycera advenella","Mandate Mismatch"
"4079","Trachylepidia fructicassiella","Mandate Mismatch"
"4080","Trachyopella straminea","Mandate Mismatch"
"4081","Tradescantia ohiensis","Climate Mismatch"
"4082","Tragopogon crocifolius","Naming Confusion"
"4083","Tragopogon porrifolius","No Invasion History"
"4084","Tragopogon pratensis","No Invasion History"
"4085","Trechicus nigriceps","Mandate Mismatch"
"4086","Tremex fuscicornis","Mandate Mismatch"
"4087","Treptoplatypus solidus","Mandate Mismatch"
"4088","Trialeurodes abutiloneus","Mandate Mismatch"
"4089","Trialeurodes ricini","Mandate Mismatch"
"4090","Trialeurodes vaporariorum","Mandate Mismatch"
"4091","Trianthema portulacastrum","No Invasion History"
"4092","Trichinella","Mandate Mismatch"
"4093","Trichodectes octomaculatus","Mandate Mismatch"
"4094","Trichodorus","No Invasion History"
"4095","Trichodorus obtusus","No Invasion History"
"4096","Trichodorus primitivus","No Invasion History"
"4097","Trichodorus similis","No Invasion History"
"4098","Trichodorus sparsus","No Invasion History"
"4099","Trichodorus viruliferus","No Invasion History"
"4100","Trichoferus campestris","Mandate Mismatch"
"4101","Trichosanthes dioica","No Invasion History"
"4102","Trichosiphonaphis polygonifoliae","Mandate Mismatch"
"4103","Trichuris myocastoris","Mandate Mismatch"
"4104","Trichuris opaca","Mandate Mismatch"
"4105","Tricorynus tabaci","Mandate Mismatch"
"4106","Tridax procumbens","Climate Mismatch"
"4107","Tridentiger trigonocephalus","No Invasion History"
"4108","Trifolium","No Invasion History"
"4109","Trifolium angulatum","Naming Confusion"
"4110","Trifolium argutum","Climate Mismatch"
"4111","Trifolium arvense","No Invasion History"
"4112","Trifolium constantinopolitanum","Naming Confusion"
"4113","Trifolium diffusum","Climate Mismatch"
"4114","Trifolium dubium","No Invasion History"
"4115","Trifolium incarnatum","No Invasion History"
"4116","Trifolium isthmocarpum","Climate Mismatch"
"4117","Trifolium lappaceum","Climate Mismatch"
"4118","Trifolium ligusticum","Climate Mismatch"
"4119","Trifolium medium","Climate Mismatch"
"4120","Trifolium montanum","Climate Mismatch"
"4121","Trifolium mutabile","Climate Mismatch"
"4122","Trifolium ochroleucon","Naming Confusion"
"4123","Trifolium phleoides","Naming Confusion"
"4124","Trifolium pratense","No Invasion History"
"4125","Trifolium repens","No Invasion History"
"4126","Trifolium resupinatum","No Invasion History"
"4127","Trifolium strictum","Climate Mismatch"
"4128","Trigonella","No Invasion History"
"4129","Trigonella maritima","Naming Confusion"
"4130","Trigonotylus coelestialium","Mandate Mismatch"
"4131","Trigonotylus ruficornis","Mandate Mismatch"
"4132","Trioxys centaurae","Mandate Mismatch"
"4133","Trioza apicalis","Mandate Mismatch"
"4134","Trioza ilicina","Mandate Mismatch"
"4135","Trioza urticae","Mandate Mismatch"
"4136","Triphosa tauteli","Mandate Mismatch"
"4137","Tripleurospermum tenuifolium","Naming Confusion"
"4138","Tripyla","No Invasion History"
"4139","Trirachys sartus","Mandate Mismatch"
"4140","Trirhabda virgata","Mandate Mismatch"
"4141","Trisetacus juniperinus","Mandate Mismatch"
"4142","Triticum aestivum","No Invasion History"
"4143","Triticum boeoticum","Climate Mismatch"
"4144","Triticum carthlicum","Climate Mismatch"
"4145","Trogoderma longisetosum","Mandate Mismatch"
"4146","Tropaeolum majus","Climate Mismatch"
"4147","Tropideres dorsalis","Mandate Mismatch"
"4148","Tropilaelaps","Mandate Mismatch"
"4149","Trypetoptera punctulata","Mandate Mismatch"
"4150","Trypodendron signatum","Mandate Mismatch"
"4151","Trypoxylon","Mandate Mismatch"
"4152","Tuberculatus annulatus","Mandate Mismatch"
"4153","Tuberculatus kuricola","Mandate Mismatch"
"4154","Tuberolachnus salignus","Mandate Mismatch"
"4155","Tubificoides pseudogaster","Climate Mismatch"
"4156","Tulipa sylvestris","Climate Mismatch"
"4157","Tuponia elegans","Mandate Mismatch"
"4158","Tuponia macedonica","Mandate Mismatch"
"4159","Tychius cuprifer","Mandate Mismatch"
"4160","Tychius flavus","Mandate Mismatch"
"4161","Tychius picirostris","Mandate Mismatch"
"4162","Tychius quinquepunctatus","Mandate Mismatch"
"4163","Tydeus","Mandate Mismatch"
"4164","Tylenchorhynchus acutus","No Invasion History"
"4165","Tylenchorhynchus brevilineatus","No Invasion History"
"4166","Tylenchorhynchus dubius","No Invasion History"
"4167","Tylenchorhynchus mashhoodi","No Invasion History"
"4168","Tylenchorhynchus vulgaris","No Invasion History"
"4169","Tylenchulus semipenetrans","Mandate Mismatch"
"4170","Typha","No Invasion History"
"4171","Typha domingensis","No Vector"
"4172","Typha x glauca","Naming Confusion"
"4173","Typhaea decipiens","Mandate Mismatch"
"4174","Typhlodromus homalii","Mandate Mismatch"
"4175","Typhlodromus invectus","Mandate Mismatch"
"4176","Typocerus deceptus","Mandate Mismatch"
"4177","Udea ferrugalis","Mandate Mismatch"
"4178","Ulomoides dermestoides","Mandate Mismatch"
"4179","Ulva rigida","Mandate Mismatch"
"4180","Ulvaria obscura","Mandate Mismatch"
"4181","Umbaspis regularis","Mandate Mismatch"
"4182","Umbra pygmaea","Assessed"
"4183","Unaspis citri","Mandate Mismatch"
"4184","Unaspis euonymi","Mandate Mismatch"
"4185","Unaspis yanonensis","Mandate Mismatch"
"4186","Urena lobata","Climate Mismatch"
"4187","Urentius hystricellus","Mandate Mismatch"
"4188","Urochloa distachya","Climate Mismatch"
"4189","Urochloa mutica","Climate Mismatch"
"4190","Urochloa ramosa","No Invasion History"
"4191","Urocleidus dispar","Mandate Mismatch"
"4192","Urocleidus similis","Mandate Mismatch"
"4193","Uroleucon ambrosiae","Mandate Mismatch"
"4194","Uroleucon carthami","Mandate Mismatch"
"4195","Uroleucon jaceae","Mandate Mismatch"
"4196","Uroleucon nigrotuberculatum","Mandate Mismatch"
"4197","Uroleucon pseudambrosiae","Mandate Mismatch"
"4198","Uroleucon rudbeckiae","Mandate Mismatch"
"4199","Uroleucon sonchi","Mandate Mismatch"
"4200","Urospermum picroides","Climate Mismatch"
"4201","Urtica cannabina","Naming Confusion"
"4202","Urtica chamaedryoides","No Vector"
"4203","Urtica membranacea","Naming Confusion"
"4204","Utamphorophora humboldti","Mandate Mismatch"
"4205","Vaccaria hispanica","No Invasion History"
"4206","Vaccinium corymbosum","No Invasion History"
"4207","Vachellia macracantha","Climate Mismatch"
"4208","Valerianella muricata","Naming Confusion"
"4209","Valerianella pumila","Naming Confusion"
"4210","Valerianella uncinata","Naming Confusion"
"4211","Valipora campylancristrota","Mandate Mismatch"
"4212","Vallisneria spiralis","Assessed"
"4213","Vanduzeea arquata","Mandate Mismatch"
"4214","Vanessa indica","Mandate Mismatch"
"4215","Varroa jacobsoni","Mandate Mismatch"
"4216","Velezia rigida","Climate Mismatch"
"4217","Verbascum chaixii","Climate Mismatch"
"4218","Verbascum nigrum","Climate Mismatch"
"4219","Verbascum niveum","Naming Confusion"
"4220","Verbascum sinuatum","Climate Mismatch"
"4221","Verbascum speciosum","Climate Mismatch"
"4222","Verbascum virgatum","Climate Mismatch"
"4223","Verbena bonariensis","Climate Mismatch"
"4224","Verbena urticifolia","Assessed"
"4225","Verbesina alternifolia","Assessed"
"4226","Verbesina encelioides","Naming Confusion"
"4227","Verbesina occidentalis","Assessed"
"4228","Veronica acinifolia","Naming Confusion"
"4229","Veronica arvensis","No Invasion History"
"4230","Veronica biloba","Climate Mismatch"
"4231","Veronica cardiocarpa","Naming Confusion"
"4232","Veronica chamaedrys","Climate Mismatch"
"4233","Veronica cymbalaria","Climate Mismatch"
"4234","Veronica fruticans","Climate Mismatch"
"4235","Veronica fruticulosa","Naming Confusion"
"4236","Veronica peregrina","No Invasion History"
"4237","Veronica repens","Naming Confusion"
"4238","Veronica serpyllifolia","Climate Mismatch"
"4239","Veronica verna","Climate Mismatch"
"4240","Vespa orientalis","Mandate Mismatch"
"4241","Vibidia duodecimguttata","Mandate Mismatch"
"4242","Vicia","No Invasion History"
"4243","Vicia cracca","No Invasion History"
"4244","Vicia disperma","Climate Mismatch"
"4245","Vicia hirsuta","No Invasion History"
"4246","Vicia narbonensis","No Invasion History"
"4247","Vicia sepium","Climate Mismatch"
"4248","Vicia sylvatica","Climate Mismatch"
"4249","Vicia tenuifolia","Climate Mismatch"
"4250","Vigna marina","Climate Mismatch"
"4251","Vinca major","Climate Mismatch"
"4252","Vinsonia stellifera","Mandate Mismatch"
"4253","Viola canadensis","Climate Mismatch"
"4254","Viola hirta","Naming Confusion"
"4255","Viola jooi","Naming Confusion"
"4256","Viola selkirkii","Climate Mismatch"
"4257","Viola sororia","Climate Mismatch"
"4258","Viola suavis","Naming Confusion"
"4259","Viola wittrockiana","No Invasion History"
"4260","Vitacea polistiformis","Mandate Mismatch"
"4261","Viteus vitifoliae","Mandate Mismatch"
"4262","Vitis","No Invasion History"
"4263","Vitis cinerea","Assessed"
"4264","Vitis vinifera","No Invasion History"
"4265","Vitula edmandsii","Mandate Mismatch"
"4266","Vryburgia amaryllidis","Mandate Mismatch"
"4267","Vryburgia brevicruris","Mandate Mismatch"
"4268","Vryburgia rimariae","Mandate Mismatch"
"4269","Vulpia geniculata","Climate Mismatch"
"4270","Vulpia ligustica","Naming Confusion"
"4271","Wahlgreniella arbuti","Mandate Mismatch"
"4272","Wahlgreniella nervata","Mandate Mismatch"
"4273","Waldsteinia ternata","Climate Mismatch"
"4274","Wisteria frutescens","No Invasion History"
"4275","Withania coagulans","No Invasion History"
"4276","Withania somnifera","No Invasion History"
"4277","Wolffia arrhiza","Assessed"
"4278","Xanthium spinosum","Assessed"
"4279","Xanthoceras sorbifolium","Climate Mismatch"
"4280","Xanthodes transversa","Mandate Mismatch"
"4281","Xanthoxalis stricta","Climate Mismatch"
"4282","Xenopus laevis","Mandate Mismatch"
"4283","Xeromunda candiota","Naming Confusion"
"4284","Xerotricha conspurcata","Naming Confusion"
"4285","Xiphinema","Mandate Mismatch"
"4286","Xiphinema basiri","Mandate Mismatch"
"4287","Xiphinema brevicollum","Mandate Mismatch"
"4288","Xiphinema chambersi","Mandate Mismatch"
"4289","Xiphinema dentatum","Mandate Mismatch"
"4290","Xiphinema insigne","Mandate Mismatch"
"4291","Xiphinema italiae","Mandate Mismatch"
"4292","Xiphinema pachtaicum","Mandate Mismatch"
"4293","Xiphophorus hellerii","No Vector"
"4294","Xiphophorus maculatus","No Vector"
"4295","Xiphydria camelus","Mandate Mismatch"
"4296","Xiphydria longicollis","Mandate Mismatch"
"4297","Xyleborus affinis","Mandate Mismatch"
"4298","Xyleborus emarginatus","Mandate Mismatch"
"4299","Xyleborus ferrugineus","Mandate Mismatch"
"4300","Xyleborus glabratus","Mandate Mismatch"
"4301","Xyleborus maiche","Mandate Mismatch"
"4302","Xyleborus perforans","Mandate Mismatch"
"4303","Xyleborus similis","Mandate Mismatch"
"4304","Xylechinus pilosus","Mandate Mismatch"
"4305","Xylosandrus compactus","Mandate Mismatch"
"4306","Xylosandrus discolor","Mandate Mismatch"
"4307","Xylosandrus morigerus","Mandate Mismatch"
"4308","Xylotrechus altaicus","Mandate Mismatch"
"4309","Xylotrechus chinensis","Mandate Mismatch"
"4310","Xylotrechus namanganensis","Mandate Mismatch"
"4311","Xylotrechus pyrrhoderus","Mandate Mismatch"
"4312","Xylotrupes gideon","Mandate Mismatch"
"4313","Xysticus kochii","Mandate Mismatch"
"4314","Yponomeuta evonymella","Mandate Mismatch"
"4315","Yponomeuta irrorellus","Mandate Mismatch"
"4316","Yponomeuta padellus","Mandate Mismatch"
"4317","Yponomeuta plumbellus","Mandate Mismatch"
"4318","Yponomeuta rorellus","Mandate Mismatch"
"4319","Zabrus tenebrioides","Mandate Mismatch"
"4320","Zafra savignyi","Naming Confusion"
"4321","Zeiraphera canadensis","Mandate Mismatch"
"4322","Zeiraphera diniana","Mandate Mismatch"
"4323","Zeiraphera isertana","Mandate Mismatch"
"4324","Zeiraphera rufimitrana","Mandate Mismatch"
"4325","Zeiraphera unfortunana","Mandate Mismatch"
"4326","Zeuxia zejana","Mandate Mismatch"
"4327","Zeuzera multistrigata","Mandate Mismatch"
"4328","Zeuzera pyrina","Mandate Mismatch"
"4329","Zinnia elegans","No Invasion History"
"4330","Zizania latifolia","No Invasion History"
"4331","Zootermopsis nevadensis","Mandate Mismatch"
"4332","Zygaena filipendulae","Mandate Mismatch"
"4333","Zygina flammigera","Mandate Mismatch"
"4334","Zygina rhamni","Mandate Mismatch"
"4335","Zygina schneideri","Mandate Mismatch"
"4336","Zyginidia pullula","Mandate Mismatch"
"4337","Zyginidia scutellaris","Mandate Mismatch"
"4338","Zygogramma exclamationis","Mandate Mismatch"
"4339","Mytilopsis leucophaeata","Assessed"
"4340","Egeria densa","Assessed"
"4341","Trapa natans","Assessed"
"4342","Dreissena bugensis","Assessed"
"4343","Nitellopsis obtusa","Assessed"
"4344","Amia calva","Assessed"
"4345","Najas minor","Assessed"
"4346","Pylodictis olivaris","Assessed"
"4347","Menidia beryllina","Assessed"
"4348","Rutilus rutilus","Assessed"
"4349","Gymnocephalus cernua","Assessed"
"4350","Tinca tinca","Assessed"
"4351","Trapa natans","Assessed"
"4352","Abramis brama","Assessed"
"4353","Leuciscus cephalus","Assessed"
"4354","Bithynia tentaculata","Assessed"
"4355","Esox masquinongy","Assessed"
"4356","Typha glauca","Assessed"
"4357","Ameirus melas","Assessed"
"4358","Leuciscus aspius","Assessed"
"4359","Radix auricularia","Assessed"
"4360","Valvata piscinalis","Assessed"
"4361","Marsilea quadrifolia","Assessed"
"4362","Lepisosteus osseus","Assessed"
"4363","Melanoides tuberculatus","Assessed"
"4364","Scardinius erythropthalmus","Assessed"
"4365","Bythotrephes cederstroemi","Assessed"
"4366","Gila atraria","Assessed"
"4367","Stratiotes aloides","Assessed"
"4368","Alburnus albernus","Assessed"
"4369","All species of the genera Rhodeus and Tanakia","Assessed"
"4370","Morone mississippiensis and hybrids","Assessed"
"4371","Thymallus arcticus","Assessed"
"4372","Enneacanthus gloriosus","Assessed"
"4373","Sphaerium corneum","Assessed"
"4374","Lepomis humilis","Assessed"
"4375","Proterorhinus semilunaris","Assessed"
"4376","Ameiurus catus","Assessed"
"4377","Cottus gobio gobio","Assessed"
"4378","Oxycaryum cubense","Assessed"
"4379","Dorosoma cepedianum","Assessed"
"4380","Esox americanus vermiculatus","Assessed"
"4381","Pisidium amnicum","Assessed"
"4382","Lepomis megalotis","Assessed"
"4383","Acantharchus pomotis","Assessed"
"4384","Esox reichertii","Assessed"
"4385","Rhodeus amarus","Assessed"
"4386","Pisidium henslowanum","Assessed"
"4387","Rutilus frisii","Assessed"
"4388","Esox americanus americanus","Assessed"
"4389","Alburnoides bipunctatus","Assessed"
"4390","Elodea callitrichoides","Assessed"
"4391","Barbatula barbatula","Assessed"
"4392","Opsariichthys uncirostris","Assessed"
